analysis_date,total_hours_analyzed,imbalance_mean_mwh,imbalance_std_mwh,imbalance_skewness,significant_imbalance_hours,peak_deficit_hours,peak_surplus_hours,trading_annual_profit_eur,trading_trades_executed,trading_avg_profit_per_trade_eur,trading_frequency_pct,battery_heuristic_profit_eur,battery_perfect_profit_eur,battery_flexible_profit_eur,battery_efficiency_pct,battery_payback_years,battery_roi_pct,national_price_elasticity,object_mean_elasticity,elasticity_heterogeneity_std,price_mean_eur_mwh,price_std_eur_mwh,price_volatility_eur_mwh,price_cv
2025-06-29 11:52:23,15311,30.331272222585067,89.76842361665904,0.14188931716952932,24,[],"[0, 1, 2]",-86889.68,260,-334.1910769230769,1.6981255306642282,157972.82219130435,157972.82219130435,153675.73845217391,100.0,1.9611326750893487,50.99094073043479,0.04197412617239844,0.12218737482916744,0.12358039360491609,90.88448985408117,64.0062018451447,64.0062018451447,0.7042588009011144
